Origin,Year,Enplanements
MCI,2005,"5,063,007"
MCI,2006,"5,465,961"
MCI,2007,"5,832,759"
MCI,2008,"5,386,138"
MCI,2009,"4,891,704"
MCI,2010,"4,944,821"
MCI,2011,"5,007,299"
MCI,2012,"4,864,327"
MCI,2013,"4,835,211"
MCI,2014,"4,982,427"
MCI,2015,"5,134,424"
MCI,2016,"4,947,029"
CLE,1990,"3,834,291"
CLE,1991,"3,526,049"
CLE,1992,"3,732,422"
CLE,1993,"3,765,526"
CLE,1994,"4,689,539"
CLE,1995,"4,988,470"
CLE,1996,"5,120,836"
CLE,1997,"5,410,321"
CLE,1998,"5,562,948"
CLE,1999,"5,836,547"
CLE,2000,"6,055,736"
CLE,2001,"5,474,045"
CLE,2002,"5,024,979"
CLE,2003,"5,015,129"
CLE,2004,"5,390,101"
CLE,2005,"5,529,257"
CLE,2006,"5,445,823"
CLE,2007,"5,569,236"
CLE,2008,"5,386,766"
CLE,2009,"4,703,889"
CLE,2010,"4,590,177"
CLE,2011,"4,400,631"
CLE,2012,"4,346,588"
CLE,2013,"4,374,639"
CLE,2014,"3,685,925"
CLE,2015,"3,920,056"
CLE,2016,"3,768,907"
SJC,1990,"3,163,859"
SJC,1991,"3,188,132"
SJC,1992,"3,137,054"
SJC,1993,"3,191,372"
SJC,1994,"4,072,593"
SJC,1995,"4,331,292"
SJC,1996,"4,888,848"
SJC,1997,"4,960,128"
SJC,1998,"5,080,798"
SJC,1999,"5,582,409"
SJC,2000,"6,141,335"
SJC,2001,"5,945,224"
SJC,2002,"5,149,670"
SJC,2003,"5,104,803"
SJC,2004,"5,263,475"
SJC,2005,"5,309,661"
SJC,2006,"5,281,110"
SJC,2007,"5,252,030"
SJC,2008,"4,778,175"
SJC,2009,"4,097,776"
SJC,2010,"4,051,953"
SJC,2011,"4,103,505"
SJC,2012,"4,074,697"
SJC,2013,"4,308,668"
SJC,2014,"4,618,909"
SJC,2015,"4,820,421"
SJC,2016,"4,841,249"
SJU,1990,"3,798,879"
SJU,1991,"3,796,906"
SJU,1992,"4,111,900"
SJU,1993,"4,283,734"
SJU,1994,"4,555,104"
SJU,1995,"4,564,225"
SJU,1996,"4,698,183"
SJU,1997,"4,854,218"
SJU,1998,"4,571,369"
SJU,1999,"4,698,152"
SJU,2000,"5,009,351"
SJU,2001,"4,638,393"
SJU,2002,"4,575,690"
SJU,2003,"4,706,056"
SJU,2004,"5,223,135"
SJU,2005,"5,334,615"
SJU,2006,"5,228,102"
SJU,2007,"5,145,796"
SJU,2008,"4,639,760"
SJU,2009,"4,091,898"
SJU,2010,"4,241,573"
SJU,2011,"3,982,885"
SJU,2012,"4,203,105"
SJU,2013,"4,116,502"
SJU,2014,"4,151,066"
SJU,2015,"4,219,137"
SJU,2016,"3,938,261"
HOU,1990,"3,966,079"
HOU,1991,"3,761,490"
HOU,1992,"3,999,039"
HOU,1993,"4,055,182"
HOU,1994,"3,907,837"
HOU,1995,"3,897,959"
HOU,1996,"4,017,731"
HOU,1997,"3,910,591"
HOU,1998,"4,178,435"
HOU,1999,"4,206,404"
HOU,2000,"4,319,100"
HOU,2001,"4,118,268"
HOU,2002,"3,816,286"
HOU,2003,"3,703,735"
HOU,2004,"3,960,113"
HOU,2005,"3,959,941"
HOU,2006,"4,113,430"
HOU,2007,"4,236,310"
HOU,2008,"4,224,518"
HOU,2009,"4,086,285"
HOU,2010,"4,356,918"
HOU,2011,"4,752,482"
HOU,2012,"5,040,700"
HOU,2013,"5,371,877"
HOU,2014,"5,797,788"
HOU,2015,"5,935,914"
HOU,2016,"5,722,727"
BNA,1990,"3,404,216"
BNA,1991,"3,900,235"
BNA,1992,"4,475,594"
BNA,1993,"3,806,381"
BNA,1994,"3,580,559"
BNA,1995,"3,167,120"
BNA,1996,"3,257,052"
BNA,1997,"3,586,211"
BNA,1998,"3,765,263"
BNA,1999,"4,053,251"
BNA,2000,"4,357,253"
BNA,2001,"4,082,120"
BNA,2002,"3,851,047"
BNA,2003,"3,941,808"
BNA,2004,"4,299,079"
BNA,2005,"4,562,692"
BNA,2006,"4,775,839"
BNA,2007,"4,886,755"
BNA,2008,"4,643,086"
BNA,2009,"4,384,150"
BNA,2010,"4,430,922"
BNA,2011,"4,671,423"
BNA,2012,"4,795,794"
BNA,2013,"5,048,540"
BNA,2014,"5,395,096"
BNA,2015,"5,711,292"
BNA,2016,"5,814,455"
RDU,1990,"4,358,478"
RDU,1991,"4,309,939"
RDU,1992,"4,386,146"
RDU,1993,"4,208,184"
RDU,1994,"3,762,472"
RDU,1995,"2,797,407"
RDU,1996,"2,884,641"
RDU,1997,"3,038,804"
RDU,1998,"3,320,612"
RDU,1999,"4,041,163"
RDU,2000,"4,852,950"
RDU,2001,"4,527,571"
RDU,2002,"3,948,851"
RDU,2003,"3,925,533"
RDU,2004,"4,373,137"
RDU,2005,"4,723,393"
RDU,2006,"4,705,042"
RDU,2007,"4,979,021"
RDU,2008,"4,791,989"
RDU,2009,"4,435,107"
RDU,2010,"4,465,405"
RDU,2011,"4,459,833"
RDU,2012,"4,488,419"
RDU,2013,"4,479,096"
RDU,2014,"4,671,753"
RDU,2015,"4,952,833"
RDU,2016,"4,927,027"
MSY,1990,"3,394,881"
MSY,1991,"3,204,472"
MSY,1992,"3,286,123"
MSY,1993,"3,321,987"
MSY,1994,"3,953,497"
MSY,1995,"4,020,327"
MSY,1996,"4,212,346"
MSY,1997,"4,227,495"
MSY,1998,"4,380,741"
MSY,1999,"4,617,150"
MSY,2000,"4,848,294"
MSY,2001,"4,729,013"
MSY,2002,"4,591,328"
MSY,2003,"4,627,727"
MSY,2004,"4,839,021"
MSY,2005,"3,910,422"
MSY,2006,"3,127,614"
MSY,2007,"3,768,136"
MSY,2008,"3,984,998"
MSY,2009,"3,916,380"
MSY,2010,"4,086,605"
MSY,2011,"4,254,320"
MSY,2012,"4,292,706"
MSY,2013,"4,575,029"
MSY,2014,"4,870,191"
MSY,2015,"5,332,612"
MSY,2016,"5,107,277"
MEM,1990,"3,898,234"
MEM,1991,"3,501,115"
MEM,1992,"3,330,993"
MEM,1993,"3,232,733"
MEM,1994,"3,459,088"
MEM,1995,"3,779,688"
MEM,1996,"3,992,977"
MEM,1997,"4,186,659"
MEM,1998,"4,142,278"
MEM,1999,"4,594,218"
MEM,2000,"5,070,446"
MEM,2001,"4,841,835"
MEM,2002,"4,776,374"
MEM,2003,"5,412,335"
MEM,2004,"5,293,601"
MEM,2005,"5,629,833"
MEM,2006,"5,508,212"
MEM,2007,"5,545,348"
MEM,2008,"5,375,827"
MEM,2009,"5,047,362"
MEM,2010,"4,930,445"
MEM,2011,"4,343,630"
MEM,2012,"3,359,100"
MEM,2013,"2,300,408"
MEM,2014,"1,800,589"
MEM,2015,"1,873,036"
MEM,2016,"1,850,992"
SNA,1990,"2,198,935"
SNA,1991,"2,544,596"
SNA,1992,"2,627,163"
SNA,1993,"2,830,470"
SNA,1994,"3,188,095"
SNA,1995,"3,452,462"
SNA,1996,"3,530,203"
SNA,1997,"3,709,852"
SNA,1998,"3,632,935"
SNA,1999,"3,642,339"
SNA,2000,"3,828,215"
SNA,2001,"3,618,717"
SNA,2002,"3,916,778"
SNA,2003,"4,265,963"
SNA,2004,"4,620,811"
SNA,2005,"4,791,169"
SNA,2006,"4,775,835"
SNA,2007,"4,945,984"
SNA,2008,"4,462,497"
SNA,2009,"4,310,909"
SNA,2010,"4,278,208"
SNA,2011,"4,247,829"
SNA,2012,"4,380,215"
SNA,2013,"4,538,394"
SNA,2014,"4,583,491"
SNA,2015,"4,944,035"
SNA,2016,"4,788,277"
SMF,1990,"1,736,506"
SMF,1991,"2,104,678"
SMF,1992,"2,485,716"
SMF,1993,"2,525,412"
SMF,1994,"2,790,983"
SMF,1995,"3,194,673"
SMF,1996,"3,312,720"
SMF,1997,"3,339,463"
SMF,1998,"3,487,275"
SMF,1999,"3,655,972"
SMF,2000,"3,872,553"
SMF,2001,"3,873,106"
SMF,2002,"4,119,907"
SMF,2003,"4,390,717"
SMF,2004,"4,795,867"
SMF,2005,"5,108,118"
SMF,2006,"5,182,652"
SMF,2007,"5,382,431"
SMF,2008,"4,986,469"
SMF,2009,"4,460,523"
SMF,2010,"4,423,477"
SMF,2011,"4,370,600"
SMF,2012,"4,357,405"
SMF,2013,"4,254,551"
SMF,2014,"4,384,402"
SMF,2015,"4,714,711"
SMF,2016,"4,546,806"
DAL,1990,"2,879,758"
DAL,1991,"2,791,490"
DAL,1992,"2,942,294"
DAL,1993,"3,190,496"
DAL,1994,"3,404,570"
DAL,1995,"3,409,544"
DAL,1996,"3,531,452"
DAL,1997,"3,405,357"
DAL,1998,"3,353,786"
DAL,1999,"3,408,527"
DAL,2000,"3,587,978"
DAL,2001,"3,345,392"
DAL,2002,"2,815,993"
DAL,2003,"2,796,324"
DAL,2004,"2,944,099"
DAL,2005,"2,948,717"
DAL,2006,"3,439,531"
DAL,2007,"3,983,174"
DAL,2008,"4,030,003"
DAL,2009,"3,673,477"
DAL,2010,"3,782,279"
DAL,2011,"3,851,924"
DAL,2012,"3,900,666"
DAL,2013,"4,020,442"
DAL,2014,"4,521,035"
DAL,2015,"7,040,078"
DAL,2016,"6,921,880"
AUS,1990,"2,052,435"
AUS,1991,"2,019,767"
AUS,1992,"2,126,783"
AUS,1993,"2,266,853"
AUS,1994,"2,497,300"
AUS,1995,"2,632,102"
AUS,1996,"2,823,724"
AUS,1997,"2,933,119"
AUS,1998,"3,023,740"
AUS,1999,"3,295,334"
AUS,2000,"3,623,251"
AUS,2001,"3,419,609"
AUS,2002,"3,179,567"
AUS,2003,"3,167,878"
AUS,2004,"3,445,968"
AUS,2005,"3,645,752"
AUS,2006,"3,943,680"
AUS,2007,"4,181,478"
AUS,2008,"4,298,892"
AUS,2009,"4,025,767"
AUS,2010,"4,199,836"
AUS,2011,"4,435,590"
AUS,2012,"4,605,481"
AUS,2013,"4,900,163"
AUS,2014,"5,224,632"
AUS,2015,"5,798,767"
AUS,2016,"5,578,876"
IND,1990,"2,570,617"
IND,1991,"2,549,344"
IND,1992,"2,757,499"
IND,1993,"2,673,640"
IND,1994,"2,824,733"
IND,1995,"2,933,208"
IND,1996,"3,287,206"
IND,1997,"3,378,424"
IND,1998,"3,416,148"
IND,1999,"3,494,049"
IND,2000,"3,599,309"
IND,2001,"3,388,370"
IND,2002,"3,255,456"
IND,2003,"3,670,554"
IND,2004,"3,981,259"
IND,2005,"4,212,383"
IND,2006,"4,002,973"
IND,2007,"4,093,251"
IND,2008,"4,054,921"
IND,2009,"3,720,962"
IND,2010,"3,713,273"
IND,2011,"3,652,402"
IND,2012,"3,565,217"
IND,2013,"3,521,692"
IND,2014,"3,596,149"
IND,2015,"3,888,381"
IND,2016,"3,871,601"
SAT,1990,"2,658,369"
SAT,1991,"2,567,883"
SAT,1992,"2,700,477"
SAT,1993,"2,785,923"
SAT,1994,"2,968,204"
SAT,1995,"2,957,007"
SAT,1996,"3,312,543"
SAT,1997,"3,243,490"
SAT,1998,"3,305,741"
SAT,1999,"3,348,592"
SAT,2000,"3,468,490"
SAT,2001,"3,274,941"
SAT,2002,"3,180,246"
SAT,2003,"3,120,157"
SAT,2004,"3,376,544"
SAT,2005,"3,604,300"
SAT,2006,"3,914,289"
SAT,2007,"3,910,934"
SAT,2008,"4,017,018"
SAT,2009,"3,788,739"
SAT,2010,"3,919,752"
SAT,2011,"3,991,488"
SAT,2012,"4,036,080"
SAT,2013,"4,004,405"
SAT,2014,"4,045,905"
SAT,2015,"4,096,885"
SAT,2016,"3,818,855"
MKE,1990,"1,913,443"
MKE,1991,"1,744,734"
MKE,1992,"1,941,033"
MKE,1993,"2,006,033"
MKE,1994,"2,232,686"
MKE,1995,"2,251,310"
MKE,1996,"2,425,321"
MKE,1997,"2,492,286"
MKE,1998,"2,489,214"
MKE,1999,"2,666,883"
MKE,2000,"2,838,127"
MKE,2001,"2,557,551"
MKE,2002,"2,535,351"
MKE,2003,"3,102,704"
MKE,2004,"3,292,293"
MKE,2005,"3,600,837"
MKE,2006,"3,628,789"
MKE,2007,"3,754,808"
MKE,2008,"3,845,254"
MKE,2009,"3,814,053"
MKE,2010,"4,759,757"
MKE,2011,"4,670,322"
MKE,2012,"3,707,152"
MKE,2013,"3,213,718"
MKE,2014,"3,227,290"
MKE,2015,"3,230,387"
MKE,2016,"3,074,726"
CMH,1990,"1,683,687"
CMH,1991,"1,582,114"
CMH,1992,"2,206,328"
CMH,1993,"2,381,236"
CMH,1994,"2,583,089"
CMH,1995,"2,745,018"
CMH,1996,"3,088,208"
CMH,1997,"3,230,728"
CMH,1998,"3,130,188"
CMH,1999,"3,115,777"
CMH,2000,"3,103,687"
CMH,2001,"2,868,130"
CMH,2002,"2,900,433"
CMH,2003,"3,050,620"
CMH,2004,"3,072,124"
CMH,2005,"3,281,046"
CMH,2006,"3,335,067"
CMH,2007,"3,826,828"
CMH,2008,"3,349,864"
CMH,2009,"3,096,368"
CMH,2010,"3,145,685"
CMH,2011,"3,133,490"
CMH,2012,"3,095,034"
CMH,2013,"3,062,050"
CMH,2014,"3,114,940"
CMH,2015,"3,316,979"
CMH,2016,"3,272,198"
RSW,1990,"1,725,129"
RSW,1991,"1,605,312"
RSW,1992,"1,605,861"
RSW,1993,"1,685,221"
RSW,1994,"1,784,855"
RSW,1995,"1,858,702"
RSW,1996,"1,954,367"
RSW,1997,"2,057,896"
RSW,1998,"2,188,953"
RSW,1999,"2,266,076"
RSW,2000,"2,491,546"
RSW,2001,"2,552,919"
RSW,2002,"2,524,290"
RSW,2003,"2,874,493"
RSW,2004,"3,317,584"
RSW,2005,"3,733,246"
RSW,2006,"3,750,700"
RSW,2007,"3,986,562"
RSW,2008,"3,751,627"
RSW,2009,"3,671,595"
RSW,2010,"3,714,028"
RSW,2011,"3,747,922"
RSW,2012,"3,630,592"
RSW,2013,"3,788,227"
RSW,2014,"3,942,265"
RSW,2015,"4,162,538"
RSW,2016,"3,854,122"
PBI,1990,"2,629,348"
PBI,1991,"2,378,432"
PBI,1992,"2,395,725"
PBI,1993,"2,374,460"
PBI,1994,"2,630,998"
PBI,1995,"2,581,352"
PBI,1996,"2,684,851"
PBI,1997,"2,746,587"
PBI,1998,"2,799,033"
PBI,1999,"2,709,454"
PBI,2000,"2,801,524"
PBI,2001,"2,875,032"
PBI,2002,"2,677,777"
PBI,2003,"2,994,823"
PBI,2004,"3,270,550"
PBI,2005,"3,499,057"
PBI,2006,"3,413,688"
PBI,2007,"3,470,317"
PBI,2008,"3,229,346"
PBI,2009,"3,002,820"
PBI,2010,"2,956,842"
PBI,2011,"2,876,859"
PBI,2012,"2,794,495"
PBI,2013,"2,839,498"
PBI,2014,"2,924,972"
PBI,2015,"3,113,083"
PBI,2016,"2,822,813"
ABQ,1990,"2,382,899"
ABQ,1991,"2,348,957"
ABQ,1992,"2,506,541"
ABQ,1993,"2,674,582"
ABQ,1994,"2,930,071"
ABQ,1995,"2,974,539"
ABQ,1996,"3,279,318"
ABQ,1997,"3,074,662"
ABQ,1998,"2,972,152"
ABQ,1999,"3,042,824"
ABQ,2000,"3,034,923"
ABQ,2001,"2,974,068"
ABQ,2002,"2,885,649"
ABQ,2003,"2,948,946"
ABQ,2004,"3,078,463"
ABQ,2005,"3,167,743"
ABQ,2006,"3,173,679"
ABQ,2007,"3,236,324"
ABQ,2008,"3,156,189"
ABQ,2009,"2,880,914"
ABQ,2010,"2,825,966"
ABQ,2011,"2,767,082"
ABQ,2012,"2,629,074"
ABQ,2013,"2,476,672"
ABQ,2014,"2,353,853"
ABQ,2015,"2,323,451"
ABQ,2016,"2,147,103"
ONT,1990,"2,634,704"
ONT,1991,"2,831,551"
ONT,1992,"2,960,436"
ONT,1993,"3,025,702"
ONT,1994,"3,146,980"
ONT,1995,"3,173,494"
ONT,1996,"3,091,851"
ONT,1997,"2,978,480"
ONT,1998,"2,971,676"
ONT,1999,"3,066,793"
ONT,2000,"3,131,845"
ONT,2001,"3,106,246"
ONT,2002,"3,024,181"
ONT,2003,"3,087,578"
ONT,2004,"3,290,648"
ONT,2005,"3,457,263"
ONT,2006,"3,402,994"
ONT,2007,"3,471,561"
ONT,2008,"2,994,815"
ONT,2009,"2,406,764"
ONT,2010,"2,374,203"
ONT,2011,"2,264,795"
ONT,2012,"2,135,459"
ONT,2013,"1,961,219"
ONT,2014,"2,034,350"
ONT,2015,"2,086,664"
ONT,2016,"1,917,584"
BDL,1990,"2,319,972"
BDL,1991,"2,113,335"
BDL,1992,"2,183,364"
BDL,1993,"2,169,827"
BDL,1994,"2,196,258"
BDL,1995,"2,426,164"
BDL,1996,"2,547,128"
BDL,1997,"2,542,062"
BDL,1998,"2,633,412"
BDL,1999,"2,955,166"
BDL,2000,"3,514,215"
BDL,2001,"3,307,830"
BDL,2002,"3,103,876"
BDL,2003,"3,099,065"
BDL,2004,"3,326,986"
BDL,2005,"3,617,312"
BDL,2006,"3,409,439"
BDL,2007,"3,230,623"
BDL,2008,"3,006,110"
BDL,2009,"2,625,740"
BDL,2010,"2,639,582"
BDL,2011,"2,771,954"
BDL,2012,"2,646,502"
BDL,2013,"2,681,487"
BDL,2014,"2,912,785"
BDL,2015,"2,925,001"
BDL,2016,"2,731,878"
OGG,1990,"2,161,170"
OGG,1991,"2,075,256"
OGG,1992,"2,303,390"
OGG,1993,"2,394,981"
OGG,1994,"2,527,045"
OGG,1995,"2,638,857"
OGG,1996,"2,555,829"
OGG,1997,"2,586,492"
OGG,1998,"2,630,172"
OGG,1999,"2,723,301"
OGG,2000,"2,836,321"
OGG,2001,"2,658,621"
OGG,2002,"2,567,791"
OGG,2003,"2,590,550"
OGG,2004,"2,668,340"
OGG,2005,"2,807,519"
OGG,2006,"2,984,544"
OGG,2007,"3,149,532"
OGG,2008,"2,652,892"
OGG,2009,"2,518,677"
OGG,2010,"2,587,024"
OGG,2011,"2,683,739"
OGG,2012,"2,861,041"
OGG,2013,"2,961,006"
OGG,2014,"3,019,226"
OGG,2015,"3,220,753"
OGG,2016,"3,065,282"
JAX,1990,"1,265,930"
JAX,1991,"1,143,899"
JAX,1992,"1,179,115"
JAX,1993,"1,220,072"
JAX,1994,"1,738,996"
JAX,1995,"1,608,420"
JAX,1996,"1,645,122"
JAX,1997,"1,950,393"
JAX,1998,"2,164,711"
JAX,1999,"2,314,281"
JAX,2000,"2,489,946"
JAX,2001,"2,391,084"
JAX,2002,"2,312,365"
JAX,2003,"2,415,799"
JAX,2004,"2,619,150"
JAX,2005,"2,889,715"
JAX,2006,"2,971,273"
JAX,2007,"3,137,379"
JAX,2008,"2,965,354"
JAX,2009,"2,776,511"
JAX,2010,"2,755,523"
JAX,2011,"2,700,233"
JAX,2012,"2,577,941"
JAX,2013,"2,548,181"
JAX,2014,"2,588,713"
JAX,2015,"2,716,207"
JAX,2016,"2,497,302"
BUR,1990,"1,697,765"
BUR,1991,"1,821,400"
BUR,1992,"1,860,363"
BUR,1993,"2,112,649"
BUR,1994,"2,356,663"
BUR,1995,"2,426,145"
BUR,1996,"2,357,970"
BUR,1997,"2,320,575"
BUR,1998,"2,357,322"
BUR,1999,"2,364,848"
BUR,2000,"2,377,720"
BUR,2001,"2,237,138"
BUR,2002,"2,294,136"
BUR,2003,"2,352,021"
BUR,2004,"2,455,520"
BUR,2005,"2,758,435"
BUR,2006,"2,835,935"
BUR,2007,"2,950,281"
BUR,2008,"2,646,688"
BUR,2009,"2,294,791"
BUR,2010,"2,239,563"
BUR,2011,"2,145,406"
BUR,2012,"2,026,951"
BUR,2013,"1,918,553"
BUR,2014,"1,928,533"
BUR,2015,"1,973,843"
BUR,2016,"1,895,955"
RNO,1990,"1,411,959"
RNO,1991,"1,571,024"
RNO,1992,"1,724,752"
RNO,1993,"2,134,046"
RNO,1994,"2,351,510"
RNO,1995,"2,489,354"
RNO,1996,"3,080,679"
RNO,1997,"3,182,142"
RNO,1998,"3,074,626"
RNO,1999,"2,880,050"
RNO,2000,"2,664,235"
RNO,2001,"2,296,524"
RNO,2002,"2,075,774"
RNO,2003,"2,242,718"
RNO,2004,"2,477,738"
RNO,2005,"2,510,281"
RNO,2006,"2,440,719"
RNO,2007,"2,450,270"
RNO,2008,"2,148,649"
RNO,2009,"1,828,005"
RNO,2010,"1,854,574"
RNO,2011,"1,817,950"
RNO,2012,"1,684,997"
RNO,2013,"1,668,726"
RNO,2014,"1,609,404"
RNO,2015,"1,666,703"
RNO,2016,"1,626,615"
BUF,1990,"1,623,559"
BUF,1991,"1,509,361"
BUF,1992,"1,477,842"
BUF,1993,"1,381,634"
BUF,1994,"1,604,010"
BUF,1995,"1,344,647"
BUF,1996,"1,302,745"
BUF,1997,"1,333,050"
BUF,1998,"1,463,762"
BUF,1999,"1,566,105"
BUF,2000,"1,901,501"
BUF,2001,"1,967,796"
BUF,2002,"1,873,498"
BUF,2003,"2,039,567"
BUF,2004,"2,206,045"
BUF,2005,"2,436,471"
BUF,2006,"2,521,829"
BUF,2007,"2,676,876"
BUF,2008,"2,744,161"
BUF,2009,"2,657,418"
BUF,2010,"2,602,369"
BUF,2011,"2,581,884"
BUF,2012,"2,592,030"
BUF,2013,"2,567,013"
BUF,2014,"2,378,072"
BUF,2015,"2,335,326"
BUF,2016,"2,138,161"
ANC,1990,"1,282,771"
ANC,1991,"1,289,022"
ANC,1992,"1,383,945"
ANC,1993,"1,391,104"
ANC,1994,"1,502,310"
ANC,1995,"1,507,895"
ANC,1996,"1,628,850"
ANC,1997,"1,626,123"
ANC,1998,"1,601,253"
ANC,1999,"1,641,224"
ANC,2000,"1,658,450"
ANC,2001,"1,671,770"
ANC,2002,"2,006,148"
ANC,2003,"1,983,720"
ANC,2004,"2,156,572"
ANC,2005,"2,210,408"
ANC,2006,"2,214,526"
ANC,2007,"2,295,564"
ANC,2008,"2,385,393"
ANC,2009,"2,119,448"
ANC,2010,"2,170,597"
ANC,2011,"2,250,263"
ANC,2012,"2,230,150"
ANC,2013,"2,306,238"
ANC,2014,"2,367,319"
ANC,2015,"2,515,271"
ANC,2016,"2,364,986"
PVD,1990,"1,059,194"
PVD,1991,"952,892"
PVD,1992,"1,030,929"
PVD,1993,"971,066"
PVD,1994,"1,068,317"
PVD,1995,"969,013"
PVD,1996,"1,119,830"
PVD,1997,"1,871,148"
PVD,1998,"2,138,792"
PVD,1999,"2,388,033"
PVD,2000,"2,541,387"
PVD,2001,"2,601,807"
PVD,2002,"2,560,807"
PVD,2003,"2,553,456"
PVD,2004,"2,731,876"
PVD,2005,"2,845,805"
PVD,2006,"2,588,429"
PVD,2007,"2,499,509"
PVD,2008,"2,342,234"
PVD,2009,"2,152,744"
PVD,2010,"1,951,168"
PVD,2011,"1,920,235"
PVD,2012,"1,809,088"
PVD,2013,"1,884,390"
PVD,2014,"1,764,337"
PVD,2015,"1,763,199"
PVD,2016,"1,657,139"
OMA,1990,"988,856"
OMA,1991,"1,057,661"
OMA,1992,"1,038,184"
OMA,1993,"1,011,669"
OMA,1994,"1,148,218"
OMA,1995,"1,453,031"
OMA,1996,"1,652,848"
OMA,1997,"1,626,479"
OMA,1998,"1,711,643"
OMA,1999,"1,729,786"
OMA,2000,"1,794,263"
OMA,2001,"1,700,526"
OMA,2002,"1,649,692"
OMA,2003,"1,780,825"
OMA,2004,"1,892,084"
OMA,2005,"2,051,927"
OMA,2006,"2,074,778"
OMA,2007,"2,160,502"
OMA,2008,"2,136,324"
OMA,2009,"2,077,145"
OMA,2010,"2,097,229"
OMA,2011,"2,044,492"
OMA,2012,"2,016,634"
OMA,2013,"1,973,300"
OMA,2014,"2,018,957"
OMA,2015,"2,045,123"
OMA,2016,"1,950,988"
TUS,1990,"1,313,059"
TUS,1991,"1,212,130"
TUS,1992,"1,249,356"
TUS,1993,"1,292,977"
TUS,1994,"1,595,744"
TUS,1995,"1,682,777"
TUS,1996,"1,721,886"
TUS,1997,"1,750,109"
TUS,1998,"1,727,834"
TUS,1999,"1,766,796"
TUS,2000,"1,780,949"
TUS,2001,"1,688,570"
TUS,2002,"1,552,285"
TUS,2003,"1,707,314"
TUS,2004,"1,863,495"
TUS,2005,"2,050,159"
TUS,2006,"2,089,787"
TUS,2007,"2,178,129"
TUS,2008,"2,070,121"
TUS,2009,"1,795,350"
TUS,2010,"1,843,696"
TUS,2011,"1,779,685"
TUS,2012,"1,710,330"
TUS,2013,"1,569,402"
TUS,2014,"1,596,790"
TUS,2015,"1,548,941"
TUS,2016,"1,449,093"
OKC,1990,"1,517,999"
OKC,1991,"1,455,805"
OKC,1992,"1,510,024"
OKC,1993,"1,484,251"
OKC,1994,"1,581,169"
OKC,1995,"1,592,218"
OKC,1996,"1,689,353"
OKC,1997,"1,658,845"
OKC,1998,"1,670,280"
OKC,1999,"1,699,637"
OKC,2000,"1,690,796"
OKC,2001,"1,609,057"
OKC,2002,"1,486,011"
OKC,2003,"1,611,547"
OKC,2004,"1,695,076"
OKC,2005,"1,773,258"
OKC,2006,"1,798,635"
OKC,2007,"1,839,596"
OKC,2008,"1,838,230"
OKC,2009,"1,662,490"
OKC,2010,"1,709,444"
OKC,2011,"1,736,620"
OKC,2012,"1,797,547"
OKC,2013,"1,785,061"
OKC,2014,"1,858,845"
OKC,2015,"1,800,652"
OKC,2016,"1,640,121"
SDF,1990,"934,092"
SDF,1991,"891,517"
SDF,1992,"962,227"
SDF,1993,"1,109,164"
SDF,1994,"1,523,514"
SDF,1995,"1,688,240"
SDF,1996,"1,702,022"
SDF,1997,"1,758,021"
SDF,1998,"1,752,807"
SDF,1999,"1,794,639"
SDF,2000,"1,866,523"
SDF,2001,"1,763,713"
SDF,2002,"1,646,988"
SDF,2003,"1,653,819"
SDF,2004,"1,719,689"
SDF,2005,"1,861,657"
SDF,2006,"1,835,355"
SDF,2007,"1,912,114"
SDF,2008,"1,841,581"
SDF,2009,"1,612,173"
SDF,2010,"1,646,045"
SDF,2011,"1,647,457"
SDF,2012,"1,641,590"
SDF,2013,"1,664,167"
SDF,2014,"1,633,051"
SDF,2015,"1,639,878"
SDF,2016,"1,502,116"
ELP,1990,"1,671,244"
ELP,1991,"1,668,627"
ELP,1992,"1,699,340"
ELP,1993,"1,761,315"
ELP,1994,"1,868,313"
ELP,1995,"1,816,041"
ELP,1996,"1,798,269"
ELP,1997,"1,623,295"
ELP,1998,"1,628,612"
ELP,1999,"1,655,332"
ELP,2000,"1,637,772"
ELP,2001,"1,498,741"
ELP,2002,"1,414,070"
ELP,2003,"1,410,570"
ELP,2004,"1,555,205"
ELP,2005,"1,637,990"
ELP,2006,"1,657,413"
ELP,2007,"1,669,131"
ELP,2008,"1,613,358"
ELP,2009,"1,495,468"
ELP,2010,"1,508,667"
ELP,2011,"1,455,634"
ELP,2012,"1,440,397"
ELP,2013,"1,362,641"
ELP,2014,"1,395,135"
ELP,2015,"1,381,367"
ELP,2016,"1,284,355"
ORF,1990,"1,255,144"
ORF,1991,"1,169,606"
ORF,1992,"1,132,436"
ORF,1993,"1,138,400"
ORF,1994,"1,541,663"
ORF,1995,"1,187,660"
ORF,1996,"1,263,957"
ORF,1997,"1,319,299"
ORF,1998,"1,293,059"
ORF,1999,"1,266,014"
ORF,2000,"1,284,164"
ORF,2001,"1,252,952"
ORF,2002,"1,571,945"
ORF,2003,"1,716,820"
ORF,2004,"1,894,999"
ORF,2005,"1,952,715"
ORF,2006,"1,861,864"
ORF,2007,"1,866,595"
ORF,2008,"1,770,589"
ORF,2009,"1,700,618"
ORF,2010,"1,663,251"
ORF,2011,"1,604,659"
ORF,2012,"1,649,554"
ORF,2013,"1,559,842"
ORF,2014,"1,485,735"
ORF,2015,"1,513,553"
ORF,2016,"1,467,746"
TUL,1990,"1,482,145"
TUL,1991,"1,398,192"
TUL,1992,"1,408,609"
